sensor_id,ubicacion,tipo_via,timestamp,conteo_vehiculos,temperatura_c,condicion_clima,lat,lon
SEN01,Av. Regional,Troncal,2025-03-04 22:00:00,18,22.1,Nublado,6.23013,-75.58982
SEN01,Av. Regional,Troncal,2025-03-05 00:00:00,13,22.8,Soleado,6.2317,-75.58973
SEN01,Av. Regional,Troncal,2025-03-05 02:00:00,10,25.1,Soleado,6.2301,-75.59109
SEN01,Av. Regional,Troncal,2025-03-05 04:00:00,20,22.3,Lluvia,6.23117,-75.59015
SEN01,Av. Regional,Troncal,2025-03-05 06:00:00,45,22.3,Soleado,6.23026,-75.59152
SEN01,Av. Regional,Troncal,2025-03-05 08:00:00,33,22.2,Soleado,6.23114,-75.59004
SEN01,Av. Regional,Troncal,2025-03-05 10:00:00,34,24.5,Soleado,6.23045,-75.59142
SEN01,Av. Regional,Troncal,2025-03-05 12:00:00,29,22.6,Lluvia,6.23149,-75.59035
SEN01,Av. Regional,Troncal,2025-03-05 14:00:00,7,22.5,Soleado,6.23105,-75.59127
SEN01,Av. Regional,Troncal,2025-03-05 16:00:00,45,19.9,Lluvia,6.23098,-75.59079
SEN01,Av. Regional,Troncal,2025-03-05 18:00:00,46,19.1,Soleado,6.23087,-75.5901
SEN01,Av. Regional,Troncal,2025-03-05 20:00:00,10,20.3,Soleado,6.23091,-75.58992
SEN01,Av. Regional,Troncal,2025-03-05 22:00:00,11,27.2,Nublado,6.23149,-75.59151
SEN01,Av. Regional,Troncal,2025-03-06 00:00:00,14,19.3,Soleado,6.23104,-75.58967
SEN01,Av. Regional,Troncal,2025-03-06 02:00:00,13,23.0,Soleado,6.23079,-75.5898
SEN01,Av. Regional,Troncal,2025-03-06 04:00:00,23,20.8,Nublado,6.23047,-75.5911
SEN01,Av. Regional,Troncal,2025-03-06 06:00:00,41,25.0,Soleado,6.23087,-75.59083
SEN01,Av. Regional,Troncal,2025-03-06 08:00:00,50,24.4,Lluvia,6.23007,-75.58977
SEN01,Av. Regional,Troncal,2025-03-06 10:00:00,10,24.5,Nublado,6.2314,-75.59116
SEN01,Av. Regional,Troncal,2025-03-06 12:00:00,8,23.5,Nublado,6.22994,-75.59096
SEN01,Av. Regional,Troncal,2025-03-06 14:00:00,6,22.6,Soleado,6.2306,-75.59008
SEN01,Av. Regional,Troncal,2025-03-06 16:00:00,42,22.1,Nublado,6.23049,-75.59063
SEN01,Av. Regional,Troncal,2025-03-06 18:00:00,37,24.4,Soleado,6.23065,-75.59027
SEN01,Av. Regional,Troncal,2025-03-06 20:00:00,21,23.5,Lluvia,6.23113,-75.58971
SEN01,Av. Regional,Troncal,2025-03-06 22:00:00,9,29.5,Soleado,6.23046,-75.59032
SEN01,Av. Regional,Troncal,2025-03-07 00:00:00,9,26.5,Nublado,6.22992,-75.5907
SEN01,Av. Regional,Troncal,2025-03-07 02:00:00,25,23.3,Soleado,6.23037,-75.59065
SEN01,Av. Regional,Troncal,2025-03-07 04:00:00,22,24.2,Nublado,6.23124,-75.58973
SEN01,Av. Regional,Troncal,2025-03-07 06:00:00,32,18.9,Nublado,6.23123,-75.59083
SEN01,Av. Regional,Troncal,2025-03-07 08:00:00,40,26.3,Nublado,6.2302,-75.59092
SEN01,Av. Regional,Troncal,2025-03-07 10:00:00,13,25.2,Soleado,6.23089,-75.59111
SEN01,Av. Regional,Troncal,2025-03-07 12:00:00,16,21.9,Soleado,6.23172,-75.59116
SEN01,Av. Regional,Troncal,2025-03-07 14:00:00,16,24.3,Nublado,6.23174,-75.59083
SEN01,Av. Regional,Troncal,2025-03-07 16:00:00,53,22.9,Soleado,6.23077,-75.58991
SEN01,Av. Regional,Troncal,2025-03-07 18:00:00,34,24.3,Nublado,6.22989,-75.59147
SEN01,Av. Regional,Troncal,2025-03-07 20:00:00,9,19.0,Nublado,6.23038,-75.59116
SEN01,Av. Regional,Troncal,2025-03-07 22:00:00,21,22.6,Soleado,6.23118,-75.58998
SEN01,Av. Regional,Troncal,2025-03-08 00:00:00,21,22.0,Lluvia,6.23135,-75.58998
SEN01,Av. Regional,Troncal,2025-03-08 02:00:00,14,21.9,Nublado,6.23169,-75.59
SEN01,Av. Regional,Troncal,2025-03-08 04:00:00,10,22.6,Soleado,6.23169,-75.59149
SEN01,Av. Regional,Troncal,2025-03-08 06:00:00,37,22.1,Soleado,6.23051,-75.59028
SEN01,Av. Regional,Troncal,2025-03-08 08:00:00,44,22.2,Soleado,6.23114,-75.59132
SEN01,Av. Regional,Troncal,2025-03-08 10:00:00,16,21.8,Lluvia,6.23022,-75.59153
SEN01,Av. Regional,Troncal,2025-03-08 12:00:00,28,25.9,Soleado,6.23143,-75.59018
SEN01,Av. Regional,Troncal,2025-03-08 14:00:00,16,19.3,Soleado,6.23116,-75.58983
SEN01,Av. Regional,Troncal,2025-03-08 16:00:00,38,21.0,Nublado,6.23075,-75.59125
SEN01,Av. Regional,Troncal,2025-03-08 18:00:00,36,27.0,Soleado,6.23058,-75.5916
SEN01,Av. Regional,Troncal,2025-03-08 20:00:00,19,25.4,Soleado,6.23083,-75.59092
SEN01,Av. Regional,Troncal,2025-03-08 22:00:00,13,25.0,Nublado,6.23019,-75.58997
SEN01,Av. Regional,Troncal,2025-03-09 00:00:00,15,23.3,Nublado,6.23091,-75.58999
SEN01,Av. Regional,Troncal,2025-03-09 02:00:00,14,24.9,Nublado,6.23057,-75.59041
SEN01,Av. Regional,Troncal,2025-03-09 04:00:00,25,21.6,Soleado,6.23035,-75.59118
SEN01,Av. Regional,Troncal,2025-03-09 06:00:00,38,20.1,Soleado,6.23113,-75.59081
SEN01,Av. Regional,Troncal,2025-03-09 08:00:00,47,26.0,Nublado,6.22998,-75.59153
SEN01,Av. Regional,Troncal,2025-03-09 10:00:00,27,21.7,Soleado,6.23033,-75.59043
SEN01,Av. Regional,Troncal,2025-03-09 12:00:00,15,20.3,Soleado,6.23141,-75.59132
SEN01,Av. Regional,Troncal,2025-03-09 14:00:00,14,18.9,Soleado,6.23077,-75.58964
SEN01,Av. Regional,Troncal,2025-03-09 16:00:00,42,20.9,Nublado,6.23079,-75.59137
SEN01,Av. Regional,Troncal,2025-03-09 18:00:00,37,24.2,Lluvia,6.2316,-75.59025
SEN01,Av. Regional,Troncal,2025-03-09 20:00:00,12,20.5,Nublado,6.23093,-75.59156
SEN01,Av. Regional,Troncal,2025-03-09 22:00:00,12,24.4,Soleado,6.2308,-75.59006
SEN01,Av. Regional,Troncal,2025-03-10 00:00:00,18,28.1,Nublado,6.23091,-75.59001
SEN01,Av. Regional,Troncal,2025-03-10 02:00:00,13,20.9,Soleado,6.23079,-75.59073
SEN01,Av. Regional,Troncal,2025-03-10 04:00:00,9,24.9,Nublado,6.23125,-75.59132
SEN01,Av. Regional,Troncal,2025-03-10 06:00:00,34,23.7,Lluvia,6.23147,-75.59087
SEN01,Av. Regional,Troncal,2025-03-10 08:00:00,42,27.1,Soleado,6.2303,-75.58971
SEN01,Av. Regional,Troncal,2025-03-10 10:00:00,7,17.0,Soleado,6.23028,-75.59028
SEN01,Av. Regional,Troncal,2025-03-10 12:00:00,21,22.9,Soleado,6.23106,-75.59019
SEN01,Av. Regional,Troncal,2025-03-10 14:00:00,19,25.1,Soleado,6.23029,-75.5899
SEN01,Av. Regional,Troncal,2025-03-10 16:00:00,40,22.1,Soleado,6.23032,-75.59055
SEN01,Av. Regional,Troncal,2025-03-10 18:00:00,39,25.6,Lluvia,6.22982,-75.58986
SEN01,Av. Regional,Troncal,2025-03-10 20:00:00,12,24.5,Soleado,6.23063,-75.59119
SEN01,Av. Regional,Troncal,2025-03-10 22:00:00,12,20.3,Lluvia,6.2313,-75.59144
SEN01,Av. Regional,Troncal,2025-03-11 00:00:00,4,22.0,Lluvia,6.23105,-75.59144
SEN01,Av. Regional,Troncal,2025-03-11 02:00:00,7,23.6,Nublado,6.22986,-75.59137
SEN01,Av. Regional,Troncal,2025-03-11 04:00:00,8,23.9,Soleado,6.23108,-75.59002
SEN01,Av. Regional,Troncal,2025-03-11 06:00:00,41,23.7,Soleado,6.23118,-75.59018
SEN01,Av. Regional,Troncal,2025-03-11 08:00:00,28,22.3,Soleado,6.23003,-75.5902
SEN01,Av. Regional,Troncal,2025-03-11 10:00:00,26,20.0,Soleado,6.2304,-75.58978
SEN01,Av. Regional,Troncal,2025-03-11 12:00:00,16,22.6,Nublado,6.2316,-75.5904
SEN01,Av. Regional,Troncal,2025-03-11 14:00:00,28,25.5,Nublado,6.23124,-75.59151
SEN01,Av. Regional,Troncal,2025-03-11 16:00:00,36,25.0,Soleado,6.23152,-75.59117
SEN01,Av. Regional,Troncal,2025-03-11 18:00:00,36,26.3,Soleado,6.23059,-75.59055
SEN01,Av. Regional,Troncal,2025-03-11 20:00:00,14,24.2,Lluvia,6.2314,-75.59033
SEN01,Av. Regional,Troncal,2025-03-11 22:00:00,18,19.8,Nublado,6.23149,-75.5897
SEN01,Av. Regional,Troncal,2025-03-12 00:00:00,18,23.5,Soleado,6.22997,-75.59105
SEN01,Av. Regional,Troncal,2025-03-12 02:00:00,2,26.9,Nublado,6.23144,-75.59029
SEN01,Av. Regional,Troncal,2025-03-12 04:00:00,22,23.4,Soleado,6.23054,-75.59038
SEN01,Av. Regional,Troncal,2025-03-12 06:00:00,43,25.2,Nublado,6.23096,-75.58971
SEN01,Av. Regional,Troncal,2025-03-12 08:00:00,40,21.1,Soleado,6.22996,-75.59102
SEN01,Av. Regional,Troncal,2025-03-12 10:00:00,29,26.5,Nublado,6.23016,-75.59089
SEN01,Av. Regional,Troncal,2025-03-12 12:00:00,10,22.6,Soleado,6.23014,-75.59008
SEN01,Av. Regional,Troncal,2025-03-12 14:00:00,14,22.3,Nublado,6.23015,-75.59149
SEN01,Av. Regional,Troncal,2025-03-12 16:00:00,42,19.8,Lluvia,6.23178,-75.59074
SEN01,Av. Regional,Troncal,2025-03-12 18:00:00,41,18.0,Soleado,6.23083,-75.58993
SEN01,Av. Regional,Troncal,2025-03-12 20:00:00,19,20.3,Soleado,6.23076,-75.59048
SEN01,Av. Regional,Troncal,2025-03-12 22:00:00,16,21.3,Soleado,6.23141,-75.59056
SEN01,Av. Regional,Troncal,2025-03-13 00:00:00,11,24.3,Lluvia,6.23004,-75.59029
SEN01,Av. Regional,Troncal,2025-03-13 02:00:00,7,21.3,Soleado,6.2301,-75.58979
SEN01,Av. Regional,Troncal,2025-03-13 04:00:00,16,26.3,Soleado,6.23099,-75.58968
SEN01,Av. Regional,Troncal,2025-03-13 06:00:00,43,15.3,Soleado,6.23088,-75.591
SEN01,Av. Regional,Troncal,2025-03-13 08:00:00,32,20.7,Soleado,6.2299,-75.59044
SEN01,Av. Regional,Troncal,2025-03-13 10:00:00,23,19.1,Nublado,6.23123,-75.58964
SEN01,Av. Regional,Troncal,2025-03-13 12:00:00,10,21.6,Lluvia,6.23014,-75.59147
SEN01,Av. Regional,Troncal,2025-03-13 14:00:00,14,21.7,Soleado,6.23119,-75.59059
SEN01,Av. Regional,Troncal,2025-03-13 16:00:00,39,25.1,Nublado,6.23137,-75.5902
SEN01,Av. Regional,Troncal,2025-03-13 18:00:00,37,20.8,Soleado,6.23115,-75.59121
SEN01,Av. Regional,Troncal,2025-03-13 20:00:00,18,21.4,Soleado,6.23166,-75.58961
SEN01,Av. Regional,Troncal,2025-03-13 22:00:00,16,22.5,Lluvia,6.23,-75.59058
SEN01,Av. Regional,Troncal,2025-03-14 00:00:00,17,20.1,Nublado,6.23119,-75.59108
SEN01,Av. Regional,Troncal,2025-03-14 02:00:00,14,24.3,Soleado,6.23138,-75.59087
SEN01,Av. Regional,Troncal,2025-03-14 04:00:00,0,22.1,Soleado,6.23018,-75.59147
SEN01,Av. Regional,Troncal,2025-03-14 06:00:00,34,24.0,Soleado,6.23052,-75.59093
SEN01,Av. Regional,Troncal,2025-03-14 08:00:00,36,24.5,Soleado,6.2308,-75.59125
SEN01,Av. Regional,Troncal,2025-03-14 10:00:00,19,27.5,Soleado,6.23014,-75.59107
SEN01,Av. Regional,Troncal,2025-03-14 12:00:00,15,14.4,Lluvia,6.2302,-75.58991
SEN01,Av. Regional,Troncal,2025-03-14 14:00:00,4,27.5,Soleado,6.23072,-75.5899
SEN01,Av. Regional,Troncal,2025-03-14 16:00:00,41,24.9,Soleado,6.23089,-75.59022
SEN01,Av. Regional,Troncal,2025-03-14 18:00:00,43,29.0,Soleado,6.23004,-75.59066
SEN01,Av. Regional,Troncal,2025-03-14 20:00:00,7,18.6,Soleado,6.23016,-75.59135
SEN01,Av. Regional,Troncal,2025-03-14 22:00:00,20,23.3,Soleado,6.23149,-75.59112
SEN01,Av. Regional,Troncal,2025-03-15 00:00:00,14,22.7,Lluvia,6.23162,-75.59097
SEN01,Av. Regional,Troncal,2025-03-15 02:00:00,24,22.4,Lluvia,6.23031,-75.59121
SEN01,Av. Regional,Troncal,2025-03-15 04:00:00,17,25.8,Soleado,6.22995,-75.59106
SEN01,Av. Regional,Troncal,2025-03-15 06:00:00,36,27.5,Soleado,6.23019,-75.59082
SEN01,Av. Regional,Troncal,2025-03-15 08:00:00,30,24.8,Soleado,6.23091,-75.59112
SEN01,Av. Regional,Troncal,2025-03-15 10:00:00,21,23.0,Nublado,6.23048,-75.58985
SEN01,Av. Regional,Troncal,2025-03-15 12:00:00,13,25.1,Soleado,6.23171,-75.58975
SEN01,Av. Regional,Troncal,2025-03-15 14:00:00,7,25.0,Soleado,6.23108,-75.59082
SEN01,Av. Regional,Troncal,2025-03-15 16:00:00,30,22.6,Nublado,6.23126,-75.59065
SEN01,Av. Regional,Troncal,2025-03-15 18:00:00,41,21.9,Soleado,6.2301,-75.59024
SEN01,Av. Regional,Troncal,2025-03-15 20:00:00,10,18.7,Soleado,6.23042,-75.59113
SEN01,Av. Regional,Troncal,2025-03-15 22:00:00,10,22.5,Soleado,6.23138,-75.59006
SEN01,Av. Regional,Troncal,2025-03-16 00:00:00,19,22.9,Nublado,6.22981,-75.59044
SEN01,Av. Regional,Troncal,2025-03-16 02:00:00,3,21.8,Nublado,6.23011,-75.59131
SEN01,Av. Regional,Troncal,2025-03-16 04:00:00,14,17.9,Soleado,6.23033,-75.59118
SEN01,Av. Regional,Troncal,2025-03-16 06:00:00,41,21.1,Nublado,6.22993,-75.59065
SEN01,Av. Regional,Troncal,2025-03-16 08:00:00,46,24.1,Lluvia,6.23073,-75.58995
SEN01,Av. Regional,Troncal,2025-03-16 10:00:00,15,23.4,Nublado,6.23175,-75.58979
SEN01,Av. Regional,Troncal,2025-03-16 12:00:00,18,22.6,Soleado,6.22982,-75.59063
SEN01,Av. Regional,Troncal,2025-03-16 14:00:00,16,18.8,Nublado,6.23001,-75.59106
SEN01,Av. Regional,Troncal,2025-03-16 16:00:00,46,21.8,Lluvia,6.23095,-75.59144
SEN01,Av. Regional,Troncal,2025-03-16 18:00:00,39,22.4,Soleado,6.23178,-75.59008
SEN01,Av. Regional,Troncal,2025-03-16 20:00:00,12,22.4,Nublado,6.23092,-75.59095
SEN01,Av. Regional,Troncal,2025-03-16 22:00:00,11,20.2,Nublado,6.2299,-75.58987
SEN01,Av. Regional,Troncal,2025-03-17 00:00:00,9,20.9,Lluvia,6.23045,-75.58962
SEN01,Av. Regional,Troncal,2025-03-17 02:00:00,11,22.6,Soleado,6.23097,-75.59147
SEN01,Av. Regional,Troncal,2025-03-17 04:00:00,13,29.6,Soleado,6.23001,-75.59159
SEN01,Av. Regional,Troncal,2025-03-17 06:00:00,38,21.2,Lluvia,6.23005,-75.59149
SEN01,Av. Regional,Troncal,2025-03-17 08:00:00,36,25.7,Soleado,6.23059,-75.59071
SEN01,Av. Regional,Troncal,2025-03-17 10:00:00,5,19.2,Nublado,6.23167,-75.59131
SEN01,Av. Regional,Troncal,2025-03-17 12:00:00,15,25.1,Soleado,6.23097,-75.58992
SEN01,Av. Regional,Troncal,2025-03-17 14:00:00,0,21.2,Nublado,6.23055,-75.5899
SEN01,Av. Regional,Troncal,2025-03-17 16:00:00,41,22.7,Soleado,6.23134,-75.59072
SEN01,Av. Regional,Troncal,2025-03-17 18:00:00,35,17.0,Soleado,6.23094,-75.59053
SEN01,Av. Regional,Troncal,2025-03-17 20:00:00,23,18.7,Nublado,6.23102,-75.59129
SEN01,Av. Regional,Troncal,2025-03-17 22:00:00,10,24.9,Soleado,6.2313,-75.59001
SEN01,Av. Regional,Troncal,2025-03-18 00:00:00,12,25.6,Lluvia,6.23179,-75.59138
SEN01,Av. Regional,Troncal,2025-03-18 02:00:00,7,21.5,Soleado,6.23023,-75.59079
SEN01,Av. Regional,Troncal,2025-03-18 04:00:00,9,24.7,Nublado,6.23106,-75.59069
SEN01,Av. Regional,Troncal,2025-03-18 06:00:00,37,16.0,Soleado,6.23013,-75.58978
SEN01,Av. Regional,Troncal,2025-03-18 08:00:00,35,25.1,Soleado,6.22994,-75.59027
SEN01,Av. Regional,Troncal,2025-03-18 10:00:00,0,21.6,Soleado,6.23021,-75.591
SEN01,Av. Regional,Troncal,2025-03-18 12:00:00,18,25.7,Nublado,6.23013,-75.58976
SEN01,Av. Regional,Troncal,2025-03-18 14:00:00,8,28.2,Lluvia,6.23174,-75.59045
SEN01,Av. Regional,Troncal,2025-03-18 16:00:00,50,25.7,Soleado,6.23026,-75.59017
SEN01,Av. Regional,Troncal,2025-03-18 18:00:00,45,23.4,Nublado,6.23052,-75.59042
SEN01,Av. Regional,Troncal,2025-03-18 20:00:00,22,25.7,Nublado,6.23162,-75.59022
SEN01,Av. Regional,Troncal,2025-03-18 22:00:00,21,21.9,Nublado,6.23148,-75.59061
SEN01,Av. Regional,Troncal,2025-03-19 00:00:00,23,21.8,Lluvia,6.23064,-75.59135
SEN01,Av. Regional,Troncal,2025-03-19 02:00:00,11,22.6,Soleado,6.23169,-75.59041
SEN01,Av. Regional,Troncal,2025-03-19 04:00:00,13,22.8,Nublado,6.22985,-75.59141
SEN01,Av. Regional,Troncal,2025-03-19 06:00:00,40,26.9,Lluvia,6.23078,-75.59041
SEN01,Av. Regional,Troncal,2025-03-19 08:00:00,40,27.1,Nublado,6.2301,-75.59044
SEN01,Av. Regional,Troncal,2025-03-19 10:00:00,5,23.0,Nublado,6.23021,-75.59116
SEN01,Av. Regional,Troncal,2025-03-19 12:00:00,12,28.5,Soleado,6.23149,-75.58983
SEN01,Av. Regional,Troncal,2025-03-19 14:00:00,26,18.1,Nublado,6.23025,-75.5901
SEN01,Av. Regional,Troncal,2025-03-19 16:00:00,48,22.8,Soleado,6.23172,-75.59008
SEN01,Av. Regional,Troncal,2025-03-19 18:00:00,37,23.8,Soleado,6.22989,-75.59075
SEN01,Av. Regional,Troncal,2025-03-19 20:00:00,13,21.5,Nublado,6.23102,-75.59016
SEN01,Av. Regional,Troncal,2025-03-19 22:00:00,15,23.7,Soleado,6.22994,-75.59114
SEN01,Av. Regional,Troncal,2025-03-20 00:00:00,15,26.0,Soleado,6.23016,-75.58993
SEN01,Av. Regional,Troncal,2025-03-20 02:00:00,10,17.2,Soleado,6.2304,-75.58983
SEN01,Av. Regional,Troncal,2025-03-20 04:00:00,19,25.4,Lluvia,6.23094,-75.59014
SEN01,Av. Regional,Troncal,2025-03-20 06:00:00,43,22.4,Soleado,6.23054,-75.59081
SEN01,Av. Regional,Troncal,2025-03-20 08:00:00,40,22.2,Nublado,6.23083,-75.59019
SEN01,Av. Regional,Troncal,2025-03-20 10:00:00,17,22.0,Lluvia,6.23002,-75.58985
SEN01,Av. Regional,Troncal,2025-03-20 12:00:00,7,21.0,Nublado,6.23073,-75.59014
SEN01,Av. Regional,Troncal,2025-03-20 14:00:00,18,24.7,Lluvia,6.23099,-75.5897
SEN01,Av. Regional,Troncal,2025-03-20 16:00:00,37,18.0,Soleado,6.23078,-75.59089
SEN01,Av. Regional,Troncal,2025-03-20 18:00:00,32,23.1,Soleado,6.23101,-75.59152
SEN01,Av. Regional,Troncal,2025-03-20 20:00:00,14,22.3,Soleado,6.23072,-75.5916
SEN01,Av. Regional,Troncal,2025-03-20 22:00:00,17,16.6,Nublado,6.23139,-75.59022
SEN02,Av. 33,Arteria,2025-03-01 00:00:00,17,23.6,Lluvia,6.21534,-75.57374
SEN02,Av. 33,Arteria,2025-03-01 02:00:00,12,24.0,Nublado,6.21394,-75.57416
SEN02,Av. 33,Arteria,2025-03-01 04:00:00,13,25.5,Nublado,6.2139,-75.57435
SEN02,Av. 33,Arteria,2025-03-01 06:00:00,43,22.3,Lluvia,6.21493,-75.57331
SEN02,Av. 33,Arteria,2025-03-01 08:00:00,49,28.8,Soleado,6.2137,-75.57377
SEN02,Av. 33,Arteria,2025-03-01 10:00:00,20,22.8,Soleado,6.21439,-75.57378
SEN02,Av. 33,Arteria,2025-03-01 12:00:00,15,28.3,Nublado,6.21421,-75.57291
SEN02,Av. 33,Arteria,2025-03-01 14:00:00,11,20.9,Nublado,6.21484,-75.57398
SEN02,Av. 33,Arteria,2025-03-01 16:00:00,37,24.2,Nublado,6.21363,-75.57433
SEN02,Av. 33,Arteria,2025-03-01 18:00:00,34,25.6,Lluvia,6.21438,-75.57333
SEN02,Av. 33,Arteria,2025-03-01 20:00:00,10,22.2,Soleado,6.21485,-75.57312
SEN02,Av. 33,Arteria,2025-03-01 22:00:00,10,26.7,Lluvia,6.21523,-75.57314
SEN02,Av. 33,Arteria,2025-03-02 00:00:00,21,21.5,Soleado,6.21495,-75.57308
SEN02,Av. 33,Arteria,2025-03-02 02:00:00,17,30.1,Nublado,6.21466,-75.573
SEN02,Av. 33,Arteria,2025-03-02 04:00:00,11,21.5,Lluvia,6.21358,-75.57253
SEN02,Av. 33,Arteria,2025-03-02 06:00:00,45,25.3,Nublado,6.21384,-75.5735
SEN02,Av. 33,Arteria,2025-03-02 08:00:00,36,26.0,Soleado,6.21384,-75.57348
SEN02,Av. 33,Arteria,2025-03-02 10:00:00,8,22.7,Lluvia,6.21532,-75.57378
SEN02,Av. 33,Arteria,2025-03-02 12:00:00,15,22.7,Lluvia,6.21367,-75.57363
SEN02,Av. 33,Arteria,2025-03-02 14:00:00,18,25.7,Soleado,6.21397,-75.57337
SEN02,Av. 33,Arteria,2025-03-02 16:00:00,44,26.1,Lluvia,6.21509,-75.57382
SEN02,Av. 33,Arteria,2025-03-02 18:00:00,38,24.2,Nublado,6.21394,-75.57383
SEN02,Av. 33,Arteria,2025-03-02 20:00:00,14,27.4,Soleado,6.21376,-75.57427
SEN02,Av. 33,Arteria,2025-03-02 22:00:00,20,27.2,Soleado,6.21396,-75.57419
SEN02,Av. 33,Arteria,2025-03-03 00:00:00,13,21.6,Nublado,6.21521,-75.57276
SEN02,Av. 33,Arteria,2025-03-03 02:00:00,22,22.3,Soleado,6.21507,-75.57439
