sensor_id,ubicacion,tipo_via,timestamp,conteo_vehiculos,temperatura_c,condicion_clima,lat,lon,hora,geo_corregida
SEN01,Av. Regional,Troncal,2025-03-03 06:00:00,40.5,20.6,Soleado,6.23004,-75.59075,6,False
SEN01,Av. Regional,Troncal,2025-03-03 08:00:00,44.0,24.7,Soleado,6.23056,-75.59112,8,False
SEN01,Av. Regional,Troncal,2025-03-03 10:00:00,11.0,22.0,Nublado,6.23,-75.59031,10,False
SEN01,Av. Regional,Troncal,2025-03-03 12:00:00,13.0,23.1,Nublado,6.22996,-75.5915,12,False
SEN01,Av. Regional,Troncal,2025-03-03 14:00:00,16.0,23.0,Nublado,6.23068,-75.58981,14,False
SEN01,Av. Regional,Troncal,2025-03-03 16:00:00,36.0,22.0,Nublado,6.23017,-75.58993,16,False
SEN01,Av. Regional,Troncal,2025-03-03 18:00:00,36.0,25.4,Nublado,6.23145,-75.59027,18,False
SEN01,Av. Regional,Troncal,2025-03-03 20:00:00,7.0,23.9,Lluvia,6.23062,-75.58991,20,False
SEN01,Av. Regional,Troncal,2025-03-03 22:00:00,17.0,23.7,Lluvia,6.23159,-75.59119,22,False
SEN01,Av. Regional,Troncal,2025-03-04 00:00:00,19.0,21.0,Soleado,6.23069,-75.59115,0,False
SEN01,Av. Regional,Troncal,2025-03-04 02:00:00,14.0,22.5,Soleado,6.23154,-75.59068,2,False
SEN01,Av. Regional,Troncal,2025-03-04 04:00:00,8.0,19.0,Soleado,6.23045,-75.59123,4,False
SEN01,Av. Regional,Troncal,2025-03-04 06:00:00,52.0,20.4,Soleado,6.23069,-75.59159,6,False
SEN01,Av. Regional,Troncal,2025-03-04 08:00:00,41.0,20.5,Nublado,6.23098,-75.59095,8,False
SEN01,Av. Regional,Troncal,2025-03-04 10:00:00,18.0,27.6,Soleado,6.23095,-75.59112,10,False
SEN01,Av. Regional,Troncal,2025-03-04 12:00:00,16.0,17.2,Nublado,6.2305,-75.59072,12,False
SEN01,Av. Regional,Troncal,2025-03-04 14:00:00,2.0,23.9,Nublado,6.23137,-75.58998,14,False
SEN01,Av. Regional,Troncal,2025-03-04 16:00:00,41.0,20.9,Soleado,6.22985,-75.59028,16,False
SEN01,Av. Regional,Troncal,2025-03-04 18:00:00,50.0,23.3,Soleado,6.23122,-75.59123,18,False
SEN01,Av. Regional,Troncal,2025-03-04 20:00:00,16.0,16.8,Nublado,6.23124,-75.59111,20,False
SEN01,Av. Regional,Troncal,2025-03-04 22:00:00,18.0,22.1,Nublado,6.23013,-75.58982,22,False
SEN01,Av. Regional,Troncal,2025-03-05 00:00:00,13.0,22.84602510460251,Soleado,6.2317,-75.58973,0,False
SEN01,Av. Regional,Troncal,2025-03-05 02:00:00,10.0,25.1,Soleado,6.2301,-75.59109,2,False
SEN01,Av. Regional,Troncal,2025-03-05 04:00:00,14.0,22.3,Lluvia,6.23117,-75.59015,4,False
SEN01,Av. Regional,Troncal,2025-03-05 06:00:00,45.0,22.3,Soleado,6.23026,-75.59152,6,False
SEN01,Av. Regional,Troncal,2025-03-05 08:00:00,33.0,22.2,Soleado,6.23114,-75.59004,8,False
SEN01,Av. Regional,Troncal,2025-03-05 10:00:00,34.0,24.5,Soleado,6.23045,-75.59142,10,False
SEN01,Av. Regional,Troncal,2025-03-05 12:00:00,29.0,22.6,Lluvia,6.23149,-75.59035,12,False
SEN01,Av. Regional,Troncal,2025-03-05 14:00:00,7.0,22.5,Soleado,6.23105,-75.59127,14,False
SEN01,Av. Regional,Troncal,2025-03-05 16:00:00,45.0,19.9,Lluvia,6.23098,-75.59079,16,False
SEN01,Av. Regional,Troncal,2025-03-05 18:00:00,46.0,19.1,Soleado,6.23087,-75.5901,18,False
SEN01,Av. Regional,Troncal,2025-03-05 20:00:00,10.0,20.3,Soleado,6.23091,-75.58992,20,False
SEN01,Av. Regional,Troncal,2025-03-05 22:00:00,11.0,27.2,Nublado,6.23149,-75.59151,22,False
SEN01,Av. Regional,Troncal,2025-03-06 00:00:00,14.0,19.3,Soleado,6.23104,-75.58967,0,False
SEN01,Av. Regional,Troncal,2025-03-06 02:00:00,13.0,23.0,Soleado,6.23079,-75.5898,2,False
SEN01,Av. Regional,Troncal,2025-03-06 04:00:00,23.0,20.8,Nublado,6.23047,-75.5911,4,False
SEN01,Av. Regional,Troncal,2025-03-06 06:00:00,41.0,25.0,Soleado,6.23087,-75.59083,6,False
SEN01,Av. Regional,Troncal,2025-03-06 08:00:00,50.0,24.4,Lluvia,6.23007,-75.58977,8,False
SEN01,Av. Regional,Troncal,2025-03-06 10:00:00,10.0,24.5,Nublado,6.2314,-75.59116,10,False
SEN01,Av. Regional,Troncal,2025-03-06 12:00:00,8.0,23.5,Sin dato,6.22994,-75.59096,12,False
SEN01,Av. Regional,Troncal,2025-03-06 14:00:00,6.0,22.6,Soleado,6.2306,-75.59008,14,False
SEN01,Av. Regional,Troncal,2025-03-06 16:00:00,40.0,22.1,Nublado,6.23049,-75.59063,16,False
SEN01,Av. Regional,Troncal,2025-03-06 18:00:00,37.0,24.4,Soleado,6.23065,-75.59027,18,False
SEN01,Av. Regional,Troncal,2025-03-06 20:00:00,21.0,23.5,Lluvia,6.23113,-75.58971,20,False
SEN01,Av. Regional,Troncal,2025-03-06 22:00:00,9.0,29.5,Soleado,6.23046,-75.59032,22,False
SEN01,Av. Regional,Troncal,2025-03-07 00:00:00,9.0,26.5,Sin dato,6.22992,-75.5907,0,False
SEN01,Av. Regional,Troncal,2025-03-07 02:00:00,25.0,23.3,Soleado,6.23037,-75.59065,2,False
SEN01,Av. Regional,Troncal,2025-03-07 04:00:00,22.0,24.2,Nublado,6.23124,-75.58973,4,False
SEN01,Av. Regional,Troncal,2025-03-07 06:00:00,32.0,18.9,Nublado,6.23123,-75.59083,6,False
SEN01,Av. Regional,Troncal,2025-03-07 08:00:00,40.0,26.3,Nublado,6.2302,-75.59092,8,False
SEN01,Av. Regional,Troncal,2025-03-07 10:00:00,13.0,25.2,Soleado,6.23089,-75.59111,10,False
SEN01,Av. Regional,Troncal,2025-03-07 12:00:00,15.0,21.9,Soleado,6.23172,-75.59116,12,False
SEN01,Av. Regional,Troncal,2025-03-07 14:00:00,16.0,24.3,Nublado,6.23174,-75.59083,14,False
SEN01,Av. Regional,Troncal,2025-03-07 16:00:00,53.0,22.84602510460251,Soleado,6.23077,-75.58991,16,False
SEN01,Av. Regional,Troncal,2025-03-07 18:00:00,34.0,24.3,Nublado,6.22989,-75.59147,18,False
SEN01,Av. Regional,Troncal,2025-03-07 20:00:00,14.0,19.0,Sin dato,6.23038,-75.59116,20,False
SEN01,Av. Regional,Troncal,2025-03-07 22:00:00,15.5,22.6,Soleado,6.23118,-75.58998,22,False
SEN01,Av. Regional,Troncal,2025-03-08 00:00:00,21.0,22.0,Lluvia,6.23135,-75.58998,0,False
SEN01,Av. Regional,Troncal,2025-03-08 02:00:00,14.0,21.9,Nublado,6.23169,-75.59,2,False
SEN01,Av. Regional,Troncal,2025-03-08 04:00:00,10.0,22.6,Soleado,6.23169,-75.59149,4,False
SEN01,Av. Regional,Troncal,2025-03-08 06:00:00,37.0,22.1,Soleado,6.23051,-75.59028,6,False
SEN01,Av. Regional,Troncal,2025-03-08 08:00:00,44.0,22.2,Soleado,6.23114,-75.59132,8,False
SEN01,Av. Regional,Troncal,2025-03-08 10:00:00,16.0,21.8,Lluvia,6.23022,-75.59153,10,False
SEN01,Av. Regional,Troncal,2025-03-08 12:00:00,28.0,25.9,Soleado,6.23143,-75.59018,12,False
SEN01,Av. Regional,Troncal,2025-03-08 14:00:00,16.0,19.3,Soleado,6.23116,-75.58983,14,False
SEN01,Av. Regional,Troncal,2025-03-08 16:00:00,38.0,21.0,Nublado,6.23075,-75.59125,16,False
SEN01,Av. Regional,Troncal,2025-03-08 18:00:00,36.0,27.0,Soleado,6.23058,-75.5916,18,False
SEN01,Av. Regional,Troncal,2025-03-08 20:00:00,19.0,25.4,Soleado,6.23083,-75.59092,20,False
SEN01,Av. Regional,Troncal,2025-03-08 22:00:00,15.5,25.0,Nublado,6.23019,-75.58997,22,False
SEN01,Av. Regional,Troncal,2025-03-09 00:00:00,15.0,23.3,Nublado,6.23091,-75.58999,0,False
SEN01,Av. Regional,Troncal,2025-03-09 02:00:00,14.0,24.9,Nublado,6.23057,-75.59041,2,False
SEN01,Av. Regional,Troncal,2025-03-09 04:00:00,25.0,21.6,Soleado,6.23035,-75.59118,4,False
SEN01,Av. Regional,Troncal,2025-03-09 06:00:00,38.0,20.1,Soleado,6.23113,-75.59081,6,False
SEN01,Av. Regional,Troncal,2025-03-09 08:00:00,47.0,26.0,Nublado,6.22998,-75.59153,8,False
SEN01,Av. Regional,Troncal,2025-03-09 10:00:00,16.0,21.7,Soleado,6.23033,-75.59043,10,False
SEN01,Av. Regional,Troncal,2025-03-09 12:00:00,15.0,20.3,Soleado,6.23141,-75.59132,12,False
SEN01,Av. Regional,Troncal,2025-03-09 14:00:00,14.0,18.9,Soleado,6.23077,-75.58964,14,False
SEN01,Av. Regional,Troncal,2025-03-09 16:00:00,42.0,20.9,Nublado,6.23079,-75.59137,16,False
SEN01,Av. Regional,Troncal,2025-03-09 18:00:00,37.0,24.2,Lluvia,6.2316,-75.59025,18,False
SEN01,Av. Regional,Troncal,2025-03-09 20:00:00,12.0,20.5,Nublado,6.23093,-75.59156,20,False
SEN01,Av. Regional,Troncal,2025-03-09 22:00:00,12.0,24.4,Soleado,6.2308,-75.59006,22,False
SEN01,Av. Regional,Troncal,2025-03-10 00:00:00,18.0,28.1,Nublado,6.23091,-75.59001,0,False
SEN01,Av. Regional,Troncal,2025-03-10 02:00:00,13.0,20.9,Soleado,6.23079,-75.59073,2,False
SEN01,Av. Regional,Troncal,2025-03-10 04:00:00,14.0,24.9,Nublado,6.23125,-75.59132,4,False
SEN01,Av. Regional,Troncal,2025-03-10 06:00:00,34.0,23.7,Lluvia,6.23147,-75.59087,6,False
SEN01,Av. Regional,Troncal,2025-03-10 08:00:00,42.0,27.1,Soleado,6.2303,-75.58971,8,False
SEN01,Av. Regional,Troncal,2025-03-10 10:00:00,16.0,17.0,Soleado,6.23028,-75.59028,10,False
SEN01,Av. Regional,Troncal,2025-03-10 12:00:00,15.0,22.9,Soleado,6.23106,-75.59019,12,False
SEN01,Av. Regional,Troncal,2025-03-10 14:00:00,19.0,22.84602510460251,Soleado,6.23029,-75.5899,14,False
SEN01,Av. Regional,Troncal,2025-03-10 16:00:00,40.0,22.1,Soleado,6.23032,-75.59055,16,False
SEN01,Av. Regional,Troncal,2025-03-10 18:00:00,39.0,25.6,Lluvia,6.22982,-75.58986,18,False
SEN01,Av. Regional,Troncal,2025-03-10 20:00:00,12.0,24.5,Soleado,6.23063,-75.59119,20,False
SEN01,Av. Regional,Troncal,2025-03-10 22:00:00,12.0,20.3,Lluvia,6.2313,-75.59144,22,False
SEN01,Av. Regional,Troncal,2025-03-11 00:00:00,4.0,22.0,Lluvia,6.23105,-75.59144,0,False
SEN01,Av. Regional,Troncal,2025-03-11 02:00:00,13.0,23.6,Nublado,6.22986,-75.59137,2,False
SEN01,Av. Regional,Troncal,2025-03-11 04:00:00,8.0,23.9,Soleado,6.23108,-75.59002,4,False
SEN01,Av. Regional,Troncal,2025-03-11 06:00:00,41.0,23.7,Soleado,6.23118,-75.59018,6,False
SEN01,Av. Regional,Troncal,2025-03-11 08:00:00,28.0,22.3,Soleado,6.23003,-75.5902,8,False
SEN01,Av. Regional,Troncal,2025-03-11 10:00:00,26.0,20.0,Soleado,6.2304,-75.58978,10,False
SEN01,Av. Regional,Troncal,2025-03-11 12:00:00,16.0,22.6,Nublado,6.2316,-75.5904,12,False
SEN01,Av. Regional,Troncal,2025-03-11 14:00:00,28.0,25.5,Nublado,6.23124,-75.59151,14,False
SEN01,Av. Regional,Troncal,2025-03-11 16:00:00,36.0,25.0,Soleado,6.23152,-75.59117,16,False
SEN01,Av. Regional,Troncal,2025-03-11 18:00:00,36.0,26.3,Soleado,6.23059,-75.59055,18,False
SEN01,Av. Regional,Troncal,2025-03-11 20:00:00,14.0,24.2,Lluvia,6.2314,-75.59033,20,False
SEN01,Av. Regional,Troncal,2025-03-11 22:00:00,18.0,19.8,Nublado,6.23149,-75.5897,22,False
SEN01,Av. Regional,Troncal,2025-03-12 00:00:00,18.0,23.5,Soleado,6.22997,-75.59105,0,False
SEN01,Av. Regional,Troncal,2025-03-12 02:00:00,13.0,26.9,Nublado,6.23144,-75.59029,2,False
SEN01,Av. Regional,Troncal,2025-03-12 04:00:00,22.0,23.4,Soleado,6.23054,-75.59038,4,False
SEN01,Av. Regional,Troncal,2025-03-12 06:00:00,43.0,25.2,Nublado,6.23096,-75.58971,6,False
SEN01,Av. Regional,Troncal,2025-03-12 08:00:00,40.0,21.1,Soleado,6.22996,-75.59102,8,False
SEN01,Av. Regional,Troncal,2025-03-12 10:00:00,16.0,26.5,Nublado,6.23016,-75.59089,10,False
SEN01,Av. Regional,Troncal,2025-03-12 12:00:00,15.0,22.6,Soleado,6.23014,-75.59008,12,False
SEN01,Av. Regional,Troncal,2025-03-12 14:00:00,14.0,22.3,Nublado,6.23015,-75.59149,14,False
SEN01,Av. Regional,Troncal,2025-03-12 16:00:00,40.0,19.8,Lluvia,6.23178,-75.59074,16,False
SEN01,Av. Regional,Troncal,2025-03-12 18:00:00,41.0,18.0,Soleado,6.23083,-75.58993,18,False
SEN01,Av. Regional,Troncal,2025-03-12 20:00:00,19.0,20.3,Soleado,6.23076,-75.59048,20,False
SEN01,Av. Regional,Troncal,2025-03-12 22:00:00,16.0,21.3,Soleado,6.23141,-75.59056,22,False
SEN01,Av. Regional,Troncal,2025-03-13 00:00:00,11.0,24.3,Lluvia,6.23004,-75.59029,0,False
SEN01,Av. Regional,Troncal,2025-03-13 02:00:00,7.0,21.3,Soleado,6.2301,-75.58979,2,False
SEN01,Av. Regional,Troncal,2025-03-13 04:00:00,16.0,26.3,Soleado,6.23099,-75.58968,4,False
SEN01,Av. Regional,Troncal,2025-03-13 06:00:00,43.0,15.3,Sin dato,6.23088,-75.591,6,False
SEN01,Av. Regional,Troncal,2025-03-13 08:00:00,32.0,20.7,Soleado,6.2299,-75.59044,8,False
SEN01,Av. Regional,Troncal,2025-03-13 10:00:00,23.0,19.1,Nublado,6.23123,-75.58964,10,False
SEN01,Av. Regional,Troncal,2025-03-13 12:00:00,10.0,21.6,Sin dato,6.23014,-75.59147,12,False
SEN01,Av. Regional,Troncal,2025-03-13 14:00:00,14.0,21.7,Soleado,6.23119,-75.59059,14,False
SEN01,Av. Regional,Troncal,2025-03-13 16:00:00,39.0,25.1,Nublado,6.23137,-75.5902,16,False
SEN01,Av. Regional,Troncal,2025-03-13 18:00:00,37.0,20.8,Soleado,6.23115,-75.59121,18,False
SEN01,Av. Regional,Troncal,2025-03-13 20:00:00,18.0,21.4,Soleado,6.23166,-75.58961,20,False
SEN01,Av. Regional,Troncal,2025-03-13 22:00:00,15.5,22.5,Lluvia,6.23,-75.59058,22,False
SEN01,Av. Regional,Troncal,2025-03-14 00:00:00,17.0,20.1,Nublado,6.23119,-75.59108,0,False
SEN01,Av. Regional,Troncal,2025-03-14 02:00:00,14.0,24.3,Sin dato,6.23138,-75.59087,2,False
SEN01,Av. Regional,Troncal,2025-03-14 04:00:00,14.0,22.1,Soleado,6.23018,-75.59147,4,False
SEN01,Av. Regional,Troncal,2025-03-14 06:00:00,34.0,24.0,Soleado,6.23052,-75.59093,6,False
SEN01,Av. Regional,Troncal,2025-03-14 08:00:00,36.0,24.5,Soleado,6.2308,-75.59125,8,False
SEN01,Av. Regional,Troncal,2025-03-14 10:00:00,19.0,27.5,Soleado,6.23014,-75.59107,10,False
SEN01,Av. Regional,Troncal,2025-03-14 12:00:00,15.0,14.4,Lluvia,6.2302,-75.58991,12,False
SEN01,Av. Regional,Troncal,2025-03-14 14:00:00,4.0,27.5,Soleado,6.23072,-75.5899,14,False
SEN01,Av. Regional,Troncal,2025-03-14 16:00:00,41.0,24.9,Soleado,6.23089,-75.59022,16,False
SEN01,Av. Regional,Troncal,2025-03-14 18:00:00,43.0,29.0,Soleado,6.23004,-75.59066,18,False
SEN01,Av. Regional,Troncal,2025-03-14 20:00:00,7.0,18.6,Soleado,6.23016,-75.59135,20,False
SEN01,Av. Regional,Troncal,2025-03-14 22:00:00,20.0,23.3,Soleado,6.23149,-75.59112,22,False
SEN01,Av. Regional,Troncal,2025-03-15 00:00:00,14.0,22.7,Lluvia,6.23162,-75.59097,0,False
SEN01,Av. Regional,Troncal,2025-03-15 02:00:00,24.0,22.4,Lluvia,6.23031,-75.59121,2,False
SEN01,Av. Regional,Troncal,2025-03-15 04:00:00,17.0,25.8,Soleado,6.22995,-75.59106,4,False
SEN01,Av. Regional,Troncal,2025-03-15 06:00:00,36.0,27.5,Soleado,6.23019,-75.59082,6,False
SEN01,Av. Regional,Troncal,2025-03-15 08:00:00,30.0,24.8,Soleado,6.23091,-75.59112,8,False
SEN01,Av. Regional,Troncal,2025-03-15 10:00:00,21.0,23.0,Nublado,6.23048,-75.58985,10,False
SEN01,Av. Regional,Troncal,2025-03-15 12:00:00,13.0,25.1,Soleado,6.23171,-75.58975,12,False
SEN01,Av. Regional,Troncal,2025-03-15 14:00:00,7.0,25.0,Soleado,6.23108,-75.59082,14,False
SEN01,Av. Regional,Troncal,2025-03-15 16:00:00,30.0,22.6,Nublado,6.23126,-75.59065,16,False
SEN01,Av. Regional,Troncal,2025-03-15 18:00:00,41.0,21.9,Soleado,6.2301,-75.59024,18,False
SEN01,Av. Regional,Troncal,2025-03-15 20:00:00,10.0,18.7,Soleado,6.23042,-75.59113,20,False
SEN01,Av. Regional,Troncal,2025-03-15 22:00:00,15.5,22.5,Soleado,6.23138,-75.59006,22,False
SEN01,Av. Regional,Troncal,2025-03-16 00:00:00,19.0,22.9,Nublado,6.22981,-75.59044,0,False
SEN01,Av. Regional,Troncal,2025-03-16 02:00:00,3.0,21.8,Nublado,6.23011,-75.59131,2,False
SEN01,Av. Regional,Troncal,2025-03-16 04:00:00,14.0,17.9,Soleado,6.23033,-75.59118,4,False
SEN01,Av. Regional,Troncal,2025-03-16 06:00:00,41.0,21.1,Nublado,6.22993,-75.59065,6,False
SEN01,Av. Regional,Troncal,2025-03-16 08:00:00,46.0,24.1,Lluvia,6.23073,-75.58995,8,False
SEN01,Av. Regional,Troncal,2025-03-16 10:00:00,15.0,23.4,Nublado,6.23175,-75.58979,10,False
SEN01,Av. Regional,Troncal,2025-03-16 12:00:00,15.0,22.6,Soleado,6.22982,-75.59063,12,False
SEN01,Av. Regional,Troncal,2025-03-16 14:00:00,16.0,18.8,Nublado,6.23001,-75.59106,14,False
SEN01,Av. Regional,Troncal,2025-03-16 16:00:00,46.0,21.8,Lluvia,6.23095,-75.59144,16,False
SEN01,Av. Regional,Troncal,2025-03-16 18:00:00,39.0,22.4,Soleado,6.23178,-75.59008,18,False
SEN01,Av. Regional,Troncal,2025-03-16 20:00:00,12.0,22.4,Nublado,6.23092,-75.59095,20,False
SEN01,Av. Regional,Troncal,2025-03-16 22:00:00,15.5,20.2,Sin dato,6.2299,-75.58987,22,False
SEN01,Av. Regional,Troncal,2025-03-17 00:00:00,9.0,20.9,Lluvia,6.23045,-75.58962,0,False
SEN01,Av. Regional,Troncal,2025-03-17 02:00:00,11.0,22.84602510460251,Soleado,6.23097,-75.59147,2,False
SEN01,Av. Regional,Troncal,2025-03-17 04:00:00,13.0,29.6,Soleado,6.23001,-75.59159,4,False
SEN01,Av. Regional,Troncal,2025-03-17 06:00:00,40.5,21.2,Lluvia,6.23005,-75.59149,6,False
SEN01,Av. Regional,Troncal,2025-03-17 08:00:00,36.0,25.7,Soleado,6.23059,-75.59071,8,False
SEN01,Av. Regional,Troncal,2025-03-17 10:00:00,5.0,19.2,Nublado,6.23167,-75.59131,10,False
SEN01,Av. Regional,Troncal,2025-03-17 12:00:00,15.0,25.1,Soleado,6.23097,-75.58992,12,False
SEN01,Av. Regional,Troncal,2025-03-17 14:00:00,0.0,21.2,Nublado,6.23055,-75.5899,14,False
SEN01,Av. Regional,Troncal,2025-03-17 16:00:00,40.0,22.7,Soleado,6.23134,-75.59072,16,False
SEN01,Av. Regional,Troncal,2025-03-17 18:00:00,35.0,17.0,Soleado,6.23094,-75.59053,18,False
SEN01,Av. Regional,Troncal,2025-03-17 20:00:00,23.0,18.7,Nublado,6.23102,-75.59129,20,False
SEN01,Av. Regional,Troncal,2025-03-17 22:00:00,10.0,24.9,Soleado,6.2313,-75.59001,22,False
SEN01,Av. Regional,Troncal,2025-03-18 00:00:00,12.0,25.6,Lluvia,6.23179,-75.59138,0,False
SEN01,Av. Regional,Troncal,2025-03-18 02:00:00,7.0,21.5,Soleado,6.23023,-75.59079,2,False
SEN01,Av. Regional,Troncal,2025-03-18 04:00:00,9.0,24.7,Nublado,6.23106,-75.59069,4,False
SEN01,Av. Regional,Troncal,2025-03-18 06:00:00,37.0,16.0,Sin dato,6.23013,-75.58978,6,False
SEN01,Av. Regional,Troncal,2025-03-18 08:00:00,35.0,25.1,Soleado,6.22994,-75.59027,8,False
SEN01,Av. Regional,Troncal,2025-03-18 10:00:00,0.0,22.84602510460251,Soleado,6.23021,-75.591,10,False
SEN01,Av. Regional,Troncal,2025-03-18 12:00:00,18.0,25.7,Nublado,6.23013,-75.58976,12,False
SEN01,Av. Regional,Troncal,2025-03-18 14:00:00,8.0,28.2,Lluvia,6.23174,-75.59045,14,False
SEN01,Av. Regional,Troncal,2025-03-18 16:00:00,40.0,25.7,Soleado,6.23026,-75.59017,16,False
SEN01,Av. Regional,Troncal,2025-03-18 18:00:00,45.0,23.4,Sin dato,6.23052,-75.59042,18,False
SEN01,Av. Regional,Troncal,2025-03-18 20:00:00,22.0,25.7,Nublado,6.23162,-75.59022,20,False
SEN01,Av. Regional,Troncal,2025-03-18 22:00:00,21.0,21.9,Nublado,6.23148,-75.59061,22,False
SEN01,Av. Regional,Troncal,2025-03-19 00:00:00,23.0,21.8,Lluvia,6.23064,-75.59135,0,False
SEN01,Av. Regional,Troncal,2025-03-19 02:00:00,11.0,22.6,Sin dato,6.23169,-75.59041,2,False
SEN01,Av. Regional,Troncal,2025-03-19 04:00:00,14.0,22.8,Nublado,6.22985,-75.59141,4,False
SEN01,Av. Regional,Troncal,2025-03-19 06:00:00,40.0,26.9,Lluvia,6.23078,-75.59041,6,False
SEN01,Av. Regional,Troncal,2025-03-19 08:00:00,40.0,27.1,Nublado,6.2301,-75.59044,8,False
SEN01,Av. Regional,Troncal,2025-03-19 10:00:00,5.0,23.0,Nublado,6.23021,-75.59116,10,False
SEN01,Av. Regional,Troncal,2025-03-19 12:00:00,12.0,28.5,Soleado,6.23149,-75.58983,12,False
SEN01,Av. Regional,Troncal,2025-03-19 14:00:00,26.0,18.1,Nublado,6.23025,-75.5901,14,False
SEN01,Av. Regional,Troncal,2025-03-19 16:00:00,40.0,22.8,Soleado,6.23172,-75.59008,16,False
SEN01,Av. Regional,Troncal,2025-03-19 18:00:00,37.0,23.8,Soleado,6.22989,-75.59075,18,False
SEN01,Av. Regional,Troncal,2025-03-19 20:00:00,13.0,21.5,Nublado,6.23102,-75.59016,20,False
SEN01,Av. Regional,Troncal,2025-03-19 22:00:00,15.0,23.7,Soleado,6.22994,-75.59114,22,False
SEN01,Av. Regional,Troncal,2025-03-20 00:00:00,15.0,26.0,Soleado,6.23016,-75.58993,0,False
SEN01,Av. Regional,Troncal,2025-03-20 02:00:00,10.0,17.2,Soleado,6.2304,-75.58983,2,False
SEN01,Av. Regional,Troncal,2025-03-20 04:00:00,14.0,25.4,Lluvia,6.23094,-75.59014,4,False
SEN01,Av. Regional,Troncal,2025-03-20 06:00:00,43.0,22.4,Soleado,6.23054,-75.59081,6,False
SEN01,Av. Regional,Troncal,2025-03-20 08:00:00,40.0,22.2,Sin dato,6.23083,-75.59019,8,False
SEN01,Av. Regional,Troncal,2025-03-20 10:00:00,17.0,22.0,Lluvia,6.23002,-75.58985,10,False
SEN01,Av. Regional,Troncal,2025-03-20 12:00:00,7.0,21.0,Nublado,6.23073,-75.59014,12,False
SEN01,Av. Regional,Troncal,2025-03-20 14:00:00,18.0,24.7,Lluvia,6.23099,-75.5897,14,False
SEN01,Av. Regional,Troncal,2025-03-20 16:00:00,37.0,18.0,Soleado,6.23078,-75.59089,16,False
SEN01,Av. Regional,Troncal,2025-03-20 18:00:00,32.0,23.1,Soleado,6.23101,-75.59152,18,False
